id,task_id,test_attempt_id,answer,datetime_started,time_spent
1208,47,90,B,04.06.2025 4:56:02,124
1209,38,208,B,04.06.2025 4:56:59,230
1210,48,90,A,04.06.2025 4:58:06,990
1211,39,208,D,04.06.2025 5:00:49,238
1212,67,41,D,04.06.2025 5:01:54,77
1213,83,41,D,04.06.2025 5:03:11,424
1214,85,196,D,04.06.2025 5:03:26,825
1215,40,208,A,04.06.2025 5:04:47,369
1216,89,41,B,04.06.2025 5:10:15,762
1217,41,208,B,04.06.2025 5:10:56,689
1218,82,197,D,04.06.2025 5:11:56,310
1219,49,90,,04.06.2025 5:14:36,
1220,83,197,B,04.06.2025 5:17:06,665
1221,86,196,B,04.06.2025 5:17:11,30
1222,87,196,B,04.06.2025 5:17:41,163
1223,88,196,B,04.06.2025 5:20:24,193
1224,42,208,B,04.06.2025 5:22:25,458
1225,92,41,C,04.06.2025 5:22:57,290
1226,89,196,C,04.06.2025 5:23:37,104
1227,90,196,D,04.06.2025 5:25:21,255
1228,97,41,B,04.06.2025 5:27:47,224
1229,84,197,,04.06.2025 5:28:11,
1230,91,196,A,04.06.2025 5:29:36,923
1231,43,208,C,04.06.2025 5:30:03,366
1232,98,41,A,04.06.2025 5:31:31,488
1233,44,208,D,04.06.2025 5:36:09,763
1234,92,196,A,04.06.2025 5:44:59,582
1235,45,208,B,04.06.2025 5:48:52,766
1236,16,230,A,04.06.2025 5:50:19,219
1237,25,230,B,04.06.2025 5:53:58,565
1238,93,196,A,04.06.2025 5:54:41,352
1239,94,196,,04.06.2025 6:00:33,
1240,46,208,C,04.06.2025 6:01:38,739
1241,43,230,A,04.06.2025 6:03:23,792
1242,47,208,C,04.06.2025 6:13:57,730
1243,52,230,B,04.06.2025 6:16:35,527
1244,60,230,C,04.06.2025 6:25:22,489
1245,48,208,C,04.06.2025 6:26:07,764
1246,70,230,B,04.06.2025 6:33:31,616
1247,49,208,D,04.06.2025 6:38:51,938
1248,71,230,B,04.06.2025 6:43:47,29
1249,50,208,D,04.06.2025 6:54:29,100
1250,51,208,D,04.06.2025 6:56:09,30
1251,52,208,C,04.06.2025 6:56:39,317
1252,53,208,D,04.06.2025 7:01:56,696
1253,54,208,D,04.06.2025 7:13:32,268
1254,16,108,D,04.06.2025 10:20:13,868
1255,25,108,A,04.06.2025 10:34:41,313
1256,43,108,A,04.06.2025 10:39:54,171
1257,52,108,B,04.06.2025 10:42:45,623
1258,60,108,D,04.06.2025 10:53:08,338
1259,70,108,A,04.06.2025 10:58:46,392
1260,55,187,B,04.06.2025 11:00:44,668
1261,71,108,A,04.06.2025 11:05:18,789
1262,82,74,C,04.06.2025 11:09:20,832
1263,4,170,A,04.06.2025 11:11:05,360
1264,56,187,C,04.06.2025 11:11:52,522
1265,10,170,B,04.06.2025 11:17:05,73
1266,13,170,C,04.06.2025 11:18:18,227
1267,57,187,D,04.06.2025 11:20:34,529
1268,14,170,C,04.06.2025 11:22:05,160
1269,83,74,D,04.06.2025 11:23:12,105
1270,19,170,C,04.06.2025 11:24:45,758
1271,84,74,D,04.06.2025 11:24:57,765
1272,58,187,A,04.06.2025 11:29:23,884
1273,21,170,D,04.06.2025 11:37:23,957
1274,85,74,D,04.06.2025 11:37:42,929
1275,59,187,A,04.06.2025 11:44:07,683
1276,86,74,A,04.06.2025 11:53:11,596
1277,31,170,C,04.06.2025 11:53:20,195
1278,60,187,A,04.06.2025 11:55:30,182
1279,37,170,D,04.06.2025 11:56:35,788
1280,61,187,C,04.06.2025 11:58:32,880
1281,87,74,C,04.06.2025 12:03:07,252
1282,88,74,D,04.06.2025 12:07:19,131
1283,89,74,D,04.06.2025 12:09:30,94
1284,40,170,D,04.06.2025 12:09:43,739
1285,90,74,C,04.06.2025 12:11:04,218
1286,62,187,D,04.06.2025 12:13:12,871
1287,91,74,B,04.06.2025 12:14:42,918
1288,41,170,A,04.06.2025 12:22:02,145
1289,46,170,A,04.06.2025 12:24:27,276
1290,63,187,B,04.06.2025 12:27:43,570
1291,48,170,D,04.06.2025 12:29:03,337
1292,92,74,C,04.06.2025 12:30:00,259
1293,93,74,B,04.06.2025 12:34:19,588
1294,58,170,B,04.06.2025 12:34:40,236
1295,64,187,B,04.06.2025 12:37:13,676
1296,67,170,C,04.06.2025 12:38:36,290
1297,83,170,D,04.06.2025 12:43:26,172
1298,94,74,B,04.06.2025 12:44:07,491
1299,89,170,C,04.06.2025 12:46:18,598
1300,65,187,C,04.06.2025 12:48:29,468
1301,95,74,D,04.06.2025 12:52:18,632
1302,92,170,D,04.06.2025 12:56:16,622
1303,66,187,A,04.06.2025 12:56:17,272
1304,67,187,C,04.06.2025 13:00:49,21
1305,68,187,D,04.06.2025 13:01:10,691
1306,96,74,A,04.06.2025 13:02:50,455
1307,97,170,B,04.06.2025 13:06:38,558
1308,97,74,A,04.06.2025 13:10:25,657
1309,69,187,A,04.06.2025 13:12:41,82
1310,70,187,B,04.06.2025 13:14:03,642
1311,98,170,B,04.06.2025 13:15:56,317
1312,98,74,B,04.06.2025 13:21:22,604
1313,71,187,B,04.06.2025 13:24:45,443
1314,99,74,C,04.06.2025 13:31:26,362
1315,72,187,A,04.06.2025 13:32:08,508
1316,100,74,C,04.06.2025 13:37:28,919
1317,73,187,C,04.06.2025 13:40:36,973
1318,101,74,C,04.06.2025 13:52:47,357
1319,74,187,D,04.06.2025 13:56:49,407
1320,102,74,D,04.06.2025 13:58:44,760
1321,75,187,D,04.06.2025 14:03:36,671
1322,103,74,D,04.06.2025 14:11:24,887
1323,76,187,D,04.06.2025 14:14:47,988
1324,16,106,D,04.06.2025 14:22:51,968
1325,104,74,C,04.06.2025 14:26:11,849
1326,77,187,A,04.06.2025 14:31:15,499
1327,78,187,B,04.06.2025 14:39:34,269
1328,105,74,D,04.06.2025 14:40:20,948
1329,79,187,C,04.06.2025 14:44:03,72
1330,80,187,D,04.06.2025 14:45:15,77
1331,81,187,B,04.06.2025 14:46:32,50
1332,106,74,A,04.06.2025 14:56:08,882
1333,2,32,C,04.06.2025 15:06:18,582
1334,107,74,C,04.06.2025 15:10:50,166
1335,108,74,A,04.06.2025 15:13:36,34
1336,6,32,D,04.06.2025 15:16:00,738
1337,17,32,B,04.06.2025 15:28:18,672
1338,27,32,C,04.06.2025 15:39:30,603
1339,29,32,D,04.06.2025 15:49:33,528
1340,8,2,C,04.06.2025 15:52:54,374
1341,33,32,D,04.06.2025 15:58:21,22
1342,16,102,D,04.06.2025 15:58:22,66
1343,44,32,C,04.06.2025 15:58:43,84
1344,24,2,B,04.06.2025 15:59:08,114
1345,25,102,D,04.06.2025 15:59:28,747
1346,54,32,B,04.06.2025 16:00:07,844
1347,35,2,D,04.06.2025 16:01:02,239
1348,51,2,D,04.06.2025 16:05:01,272
1349,66,2,D,04.06.2025 16:09:33,536
1350,43,102,C,04.06.2025 16:11:55,888
1351,73,32,C,04.06.2025 16:14:11,415
1352,76,2,C,04.06.2025 16:18:29,699
1353,28,59,C,04.06.2025 16:25:59,874
1354,52,102,D,04.06.2025 16:26:43,51
1355,60,102,D,04.06.2025 16:27:34,839
1356,16,222,D,04.06.2025 16:30:15,925
1357,29,59,D,04.06.2025 16:40:33,877
1358,70,102,C,04.06.2025 16:41:33,609
1359,25,222,B,04.06.2025 16:45:40,897
1360,71,102,B,04.06.2025 16:51:42,771
1361,30,59,D,04.06.2025 16:55:10,554
1362,82,76,B,04.06.2025 16:59:29,705
1363,43,222,B,04.06.2025 17:00:37,885
1364,31,59,B,04.06.2025 17:04:24,57
1365,32,59,B,04.06.2025 17:05:21,52
1366,33,59,B,04.06.2025 17:06:13,595
1367,83,76,A,04.06.2025 17:11:14,134
1368,84,76,D,04.06.2025 17:13:28,536
1369,52,222,,04.06.2025 17:15:22,
1370,34,59,D,04.06.2025 17:16:08,453
1371,85,76,C,04.06.2025 17:22:24,819
1372,35,59,C,04.06.2025 17:23:41,679
1373,36,59,A,04.06.2025 17:35:00,755
1374,86,76,D,04.06.2025 17:36:03,202
1375,87,76,A,04.06.2025 17:39:25,33
1376,88,76,D,04.06.2025 17:39:58,69
1377,89,76,C,04.06.2025 17:41:07,123
1378,90,76,A,04.06.2025 17:43:10,91
1379,91,76,B,04.06.2025 17:44:41,525
1380,37,59,B,04.06.2025 17:47:35,818
1381,2,155,C,04.06.2025 17:51:06,967
1382,92,76,A,04.06.2025 17:53:26,430
1383,93,76,C,04.06.2025 18:00:36,463
1384,38,59,A,04.06.2025 18:01:13,844
1385,6,155,B,04.06.2025 18:07:13,463
1386,94,76,C,04.06.2025 18:08:19,397
1387,16,104,D,04.06.2025 18:13:31,946
1388,17,155,C,04.06.2025 18:14:56,659
1389,95,76,B,04.06.2025 18:14:56,505
1390,39,59,C,04.06.2025 18:15:17,280
1391,40,59,D,04.06.2025 18:19:57,686
1392,96,76,B,04.06.2025 18:23:21,925
1393,27,155,D,04.06.2025 18:25:55,141
1394,29,155,D,04.06.2025 18:28:16,561
1395,25,104,C,04.06.2025 18:29:17,310
1396,55,72,B,04.06.2025 18:31:05,831
1397,41,59,B,04.06.2025 18:31:23,345
1398,43,104,A,04.06.2025 18:34:27,539
1399,8,138,D,04.06.2025 18:34:52,147
1400,42,59,A,04.06.2025 18:37:08,257
1401,24,138,B,04.06.2025 18:37:19,908
1402,33,155,D,04.06.2025 18:37:37,228
1403,97,76,B,04.06.2025 18:38:46,332
1404,44,155,A,04.06.2025 18:41:25,17
1405,43,59,B,04.06.2025 18:41:25,25
1406,54,155,C,04.06.2025 18:41:42,66
1407,44,59,A,04.06.2025 18:41:50,452
1408,73,155,B,04.06.2025 18:42:48,792
1409,52,104,C,04.06.2025 18:43:26,151
1410,98,76,B,04.06.2025 18:44:18,619
1411,56,72,A,04.06.2025 18:44:56,374
1412,60,104,C,04.06.2025 18:45:57,846
1413,45,59,D,04.06.2025 18:49:22,950
1414,57,72,D,04.06.2025 18:51:10,768
1415,35,138,C,04.06.2025 18:52:27,675
1416,99,76,B,04.06.2025 18:54:37,553
1417,70,104,D,04.06.2025 19:00:03,389
1418,51,138,B,04.06.2025 19:03:42,769
1419,100,76,B,04.06.2025 19:03:50,56
1420,58,72,C,04.06.2025 19:03:58,40
1421,59,72,B,04.06.2025 19:04:38,533
1422,101,76,C,04.06.2025 19:04:46,951
1423,46,59,C,04.06.2025 19:05:12,395
1424,71,104,,04.06.2025 19:06:32,
1425,55,185,C,04.06.2025 19:09:14,737
1426,4,167,D,04.06.2025 19:11:43,742
1427,47,59,D,04.06.2025 19:11:47,253
1428,60,72,C,04.06.2025 19:13:31,238
1429,48,59,D,04.06.2025 19:16:00,479
1430,66,138,A,04.06.2025 19:16:31,42
1431,76,138,A,04.06.2025 19:17:13,723
1432,61,72,A,04.06.2025 19:17:29,623
1433,102,76,B,04.06.2025 19:20:37,914
1434,56,185,D,04.06.2025 19:21:31,259
1435,55,182,C,04.06.2025 19:23:46,122
1436,49,59,B,04.06.2025 19:23:59,834
1437,10,167,B,04.06.2025 19:24:05,808
1438,56,182,B,04.06.2025 19:25:48,65
1439,57,185,A,04.06.2025 19:25:50,952
1440,57,182,D,04.06.2025 19:26:53,482
1441,62,72,C,04.06.2025 19:27:52,79
1442,63,72,C,04.06.2025 19:29:11,67
1443,64,72,D,04.06.2025 19:30:18,30
1444,65,72,B,04.06.2025 19:30:48,261
1445,58,182,D,04.06.2025 19:34:55,282
1446,66,72,A,04.06.2025 19:35:09,854
1447,103,76,C,04.06.2025 19:35:51,905
1448,13,167,B,04.06.2025 19:37:33,575
1449,50,59,C,04.06.2025 19:37:53,245
1450,59,182,B,04.06.2025 19:39:37,428
1451,58,185,A,04.06.2025 19:41:42,486
1452,51,59,A,04.06.2025 19:41:58,644
1453,55,183,B,04.06.2025 19:44:33,215
1454,60,182,B,04.06.2025 19:46:45,296
1455,14,167,A,04.06.2025 19:47:08,895
1456,56,183,A,04.06.2025 19:48:08,632
1457,67,72,D,04.06.2025 19:49:23,195
1458,59,185,B,04.06.2025 19:49:48,813
1459,104,76,A,04.06.2025 19:50:56,875
1460,61,182,B,04.06.2025 19:51:41,495
1461,68,72,B,04.06.2025 19:52:38,615
1462,52,59,A,04.06.2025 19:52:42,798
1463,57,183,D,04.06.2025 19:58:40,895
1464,62,182,A,04.06.2025 19:59:56,468
1465,19,167,B,04.06.2025 20:02:03,800
1466,69,72,C,04.06.2025 20:02:53,174
1467,60,185,B,04.06.2025 20:03:21,176
1468,105,76,D,04.06.2025 20:05:31,230
1469,70,72,B,04.06.2025 20:05:47,658
1470,53,59,D,04.06.2025 20:06:00,509
1471,61,185,C,04.06.2025 20:06:17,579
1472,63,182,D,04.06.2025 20:07:44,456
1473,106,76,A,04.06.2025 20:09:21,263
1474,58,183,D,04.06.2025 20:13:35,779
1475,107,76,D,04.06.2025 20:13:44,197
1476,54,59,A,04.06.2025 20:14:29,165
1477,64,182,D,04.06.2025 20:15:20,882
1478,21,167,A,04.06.2025 20:15:23,73
1479,62,185,A,04.06.2025 20:15:56,978
1480,31,167,B,04.06.2025 20:16:36,97
1481,71,72,B,04.06.2025 20:16:45,391
1482,108,76,B,04.06.2025 20:17:01,328
1483,37,167,D,04.06.2025 20:18:13,163
1484,40,167,B,04.06.2025 20:20:56,922
1485,72,72,D,04.06.2025 20:23:16,334
1486,59,183,B,04.06.2025 20:26:34,979
1487,73,72,D,04.06.2025 20:28:50,565
1488,65,182,A,04.06.2025 20:30:02,543
1489,63,185,A,04.06.2025 20:32:14,41
1490,64,185,A,04.06.2025 20:32:55,932
1491,41,167,D,04.06.2025 20:36:18,467
1492,74,72,A,04.06.2025 20:38:15,423
1493,66,182,B,04.06.2025 20:39:05,782
1494,60,183,B,04.06.2025 20:42:53,645
1495,46,167,B,04.06.2025 20:44:05,322
1496,75,72,B,04.06.2025 20:45:18,892
1497,82,75,A,04.06.2025 20:47:09,130
1498,65,185,D,04.06.2025 20:48:27,445
1499,83,75,C,04.06.2025 20:49:19,354
1500,48,167,D,04.06.2025 20:49:27,295
1501,67,182,B,04.06.2025 20:52:07,584
1502,61,183,D,04.06.2025 20:53:38,74
1503,58,167,A,04.06.2025 20:54:22,153
1504,62,183,C,04.06.2025 20:54:52,79
1505,84,75,A,04.06.2025 20:55:13,932
1506,66,185,C,04.06.2025 20:55:52,109
1507,63,183,A,04.06.2025 20:56:11,878
1508,67,167,A,04.06.2025 20:56:55,103
1509,67,185,A,04.06.2025 20:57:41,529
1510,83,167,B,04.06.2025 20:58:38,608
1511,76,72,A,04.06.2025 21:00:10,417
1512,68,182,B,04.06.2025 21:01:51,13
1513,69,182,C,04.06.2025 21:02:04,879
1514,68,185,A,04.06.2025 21:06:30,73
1515,77,72,C,04.06.2025 21:07:07,912
1516,69,185,B,04.06.2025 21:07:43,82
1517,89,167,C,04.06.2025 21:08:46,466
1518,70,185,D,04.06.2025 21:09:05,842
1519,85,75,C,04.06.2025 21:10:45,162
1520,64,183,A,04.06.2025 21:10:49,911
1521,86,75,C,04.06.2025 21:13:27,255
1522,92,167,C,04.06.2025 21:16:32,695
1523,70,182,D,04.06.2025 21:16:43,832
1524,8,126,C,04.06.2025 21:16:56,624
1525,87,75,D,04.06.2025 21:17:42,379
1526,8,136,D,04.06.2025 21:17:56,728
1527,78,72,C,04.06.2025 21:22:19,589
1528,71,185,A,04.06.2025 21:23:07,286
1529,88,75,D,04.06.2025 21:24:01,583
1530,65,183,B,04.06.2025 21:26:00,711
1531,24,126,D,04.06.2025 21:27:20,527
1532,72,185,A,04.06.2025 21:27:53,704
1533,97,167,B,04.06.2025 21:28:07,683
1534,24,136,A,04.06.2025 21:30:04,565
1535,71,182,C,04.06.2025 21:30:35,82
1536,72,182,A,04.06.2025 21:31:57,756
1537,79,72,C,04.06.2025 21:32:08,745
1538,89,75,B,04.06.2025 21:33:44,223
1539,2,156,C,04.06.2025 21:34:49,240
1540,35,126,D,04.06.2025 21:36:07,847
1541,90,75,B,04.06.2025 21:37:27,741
1542,66,183,D,04.06.2025 21:37:51,975
1543,6,156,C,04.06.2025 21:38:49,625
1544,35,136,D,04.06.2025 21:39:29,794
1545,98,167,D,04.06.2025 21:39:30,423
1546,73,185,D,04.06.2025 21:39:37,504
1547,80,72,D,04.06.2025 21:44:33,18
1548,73,182,D,04.06.2025 21:44:33,97
1549,81,72,D,04.06.2025 21:44:51,943
1550,74,182,C,04.06.2025 21:46:10,318
1551,74,185,A,04.06.2025 21:48:01,657
1552,17,156,B,04.06.2025 21:49:14,194
1553,91,75,A,04.06.2025 21:49:48,285
1554,51,126,A,04.06.2025 21:50:14,977
1555,28,53,C,04.06.2025 21:50:33,642
1556,75,182,B,04.06.2025 21:51:28,251
1557,27,156,D,04.06.2025 21:52:28,295
1558,51,136,C,04.06.2025 21:52:43,652
1559,67,183,D,04.06.2025 21:54:06,381
1560,92,75,A,04.06.2025 21:54:33,701
1561,76,182,A,04.06.2025 21:55:39,256
1562,29,156,A,04.06.2025 21:57:23,89
1563,33,156,A,04.06.2025 21:58:52,486
1564,75,185,D,04.06.2025 21:58:58,778
1565,77,182,C,04.06.2025 21:59:55,310
1566,68,183,B,04.06.2025 22:00:27,136
1567,29,53,A,04.06.2025 22:01:15,409
1568,69,183,A,04.06.2025 22:02:43,209
1569,66,136,B,04.06.2025 22:03:35,882
1570,78,182,D,04.06.2025 22:05:05,343
1571,70,183,B,04.06.2025 22:06:12,100
1572,93,75,C,04.06.2025 22:06:14,980
1573,66,126,C,04.06.2025 22:06:31,370
1574,44,156,D,04.06.2025 22:06:58,310
1575,71,183,D,04.06.2025 22:07:52,379
1576,30,53,A,04.06.2025 22:08:04,69
1577,31,53,C,04.06.2025 22:09:13,990
1578,79,182,D,04.06.2025 22:10:48,607
1579,76,185,A,04.06.2025 22:11:56,832
1580,54,156,B,04.06.2025 22:12:08,187
1581,76,126,A,04.06.2025 22:12:41,296
1582,72,183,B,04.06.2025 22:14:11,555
1583,73,156,A,04.06.2025 22:15:15,584
1584,2,158,A,04.06.2025 22:16:18,814
1585,76,136,B,04.06.2025 22:18:17,242
1586,80,182,B,04.06.2025 22:20:55,384
1587,94,75,C,04.06.2025 22:22:34,362
1588,73,183,B,04.06.2025 22:23:26,222
1589,32,53,D,04.06.2025 22:25:43,865
1590,77,185,C,04.06.2025 22:25:48,732
1591,74,183,C,04.06.2025 22:27:08,642
1592,81,182,C,04.06.2025 22:27:19,804
1593,95,75,C,04.06.2025 22:28:36,921
1594,6,158,C,04.06.2025 22:29:52,110
1595,17,158,C,04.06.2025 22:31:42,978
1596,75,183,D,04.06.2025 22:37:50,184
1597,78,185,D,04.06.2025 22:38:00,668
1598,33,53,C,04.06.2025 22:40:08,889
1599,76,183,A,04.06.2025 22:40:54,700
1600,96,75,D,04.06.2025 22:43:57,682
1601,27,158,D,04.06.2025 22:48:00,934
1602,79,185,C,04.06.2025 22:49:08,798
1603,77,183,D,04.06.2025 22:52:34,802
1604,34,53,B,04.06.2025 22:54:57,97
1605,97,75,A,04.06.2025 22:55:19,19
1606,98,75,B,04.06.2025 22:55:38,953
1607,35,53,B,04.06.2025 22:56:34,210
1608,36,53,A,04.06.2025 23:00:04,120
1609,37,53,C,04.06.2025 23:02:04,271
1610,80,185,B,04.06.2025 23:02:26,204
1611,29,158,C,04.06.2025 23:03:34,142
1612,81,185,D,04.06.2025 23:05:50,830
1613,78,183,C,04.06.2025 23:05:56,768
1614,33,158,D,04.06.2025 23:05:56,145
1615,38,53,D,04.06.2025 23:06:35,806
1616,44,158,C,04.06.2025 23:08:21,284
1617,55,190,A,04.06.2025 23:08:45,937
1618,99,75,D,04.06.2025 23:11:31,774
1619,54,158,A,04.06.2025 23:13:05,414
1620,28,206,D,04.06.2025 23:17:02,862
1621,79,183,D,04.06.2025 23:18:44,503
1622,73,158,C,04.06.2025 23:19:59,374
1623,39,53,B,04.06.2025 23:20:01,235
1624,40,53,B,04.06.2025 23:23:56,368
1625,56,190,B,04.06.2025 23:24:22,149
1626,100,75,C,04.06.2025 23:24:25,179
1627,57,190,D,04.06.2025 23:26:51,174
1628,80,183,D,04.06.2025 23:27:07,731
1629,101,75,C,04.06.2025 23:27:24,10
1630,102,75,D,04.06.2025 23:27:34,46
1631,103,75,C,04.06.2025 23:28:20,541
1632,58,190,A,04.06.2025 23:29:45,305
1633,41,53,A,04.06.2025 23:30:04,665
1634,29,206,D,04.06.2025 23:31:24,629
1635,59,190,A,04.06.2025 23:34:50,565
1636,104,75,B,04.06.2025 23:37:21,84
1637,105,75,B,04.06.2025 23:38:45,724
1638,81,183,B,04.06.2025 23:39:18,950
1639,42,53,B,04.06.2025 23:41:09,300
1640,30,206,A,04.06.2025 23:41:53,694
1641,60,190,D,04.06.2025 23:44:15,265
1642,43,53,C,04.06.2025 23:46:09,396
1643,61,190,D,04.06.2025 23:48:40,396
1644,106,75,B,04.06.2025 23:50:49,540
1645,44,53,C,04.06.2025 23:52:45,517
1646,31,206,A,04.06.2025 23:53:27,801
1647,62,190,C,04.06.2025 23:55:16,719
1648,107,75,D,04.06.2025 23:59:49,664
1649,45,53,D,05.06.2025 0:01:22,687
1650,32,206,C,05.06.2025 0:06:48,99
1651,63,190,A,05.06.2025 0:07:15,340
1652,33,206,B,05.06.2025 0:08:27,768
1653,108,75,B,05.06.2025 0:10:53,47
1654,46,53,C,05.06.2025 0:12:49,689
1655,64,190,D,05.06.2025 0:12:55,709
1656,34,206,C,05.06.2025 0:21:15,774
1657,47,53,B,05.06.2025 0:24:18,888
1658,65,190,B,05.06.2025 0:24:44,936
1659,35,206,D,05.06.2025 0:34:09,1000
1660,48,53,A,05.06.2025 0:39:06,537
1661,66,190,C,05.06.2025 0:40:20,537
1662,49,53,C,05.06.2025 0:48:03,934
1663,67,190,C,05.06.2025 0:49:17,633
1664,36,206,D,05.06.2025 0:50:49,340
1665,82,79,B,05.06.2025 0:55:51,517
1666,37,206,D,05.06.2025 0:56:29,271
1667,68,190,C,05.06.2025 0:59:50,737
1668,38,206,C,05.06.2025 1:01:00,207
1669,50,53,B,05.06.2025 1:03:37,94
1670,39,206,B,05.06.2025 1:04:27,236
1671,83,79,A,05.06.2025 1:04:28,194
1672,51,53,D,05.06.2025 1:05:11,953
1673,84,79,D,05.06.2025 1:07:42,350
1674,40,206,B,05.06.2025 1:08:23,881
1675,69,190,D,05.06.2025 1:12:07,263
1676,85,79,B,05.06.2025 1:13:32,351
1677,70,190,A,05.06.2025 1:16:30,965
1678,86,79,B,05.06.2025 1:19:23,555
1679,52,53,C,05.06.2025 1:21:04,35
1680,53,53,A,05.06.2025 1:21:39,786
1681,41,206,B,05.06.2025 1:23:04,538
1682,87,79,C,05.06.2025 1:28:38,543
1683,42,206,B,05.06.2025 1:32:02,305
1684,71,190,D,05.06.2025 1:32:35,124
1685,72,190,C,05.06.2025 1:34:39,915
1686,54,53,C,05.06.2025 1:34:45,488
1687,43,206,D,05.06.2025 1:37:07,369
1688,88,79,C,05.06.2025 1:37:41,772
1689,44,206,A,05.06.2025 1:43:16,502
1690,73,190,D,05.06.2025 1:49:54,66
1691,89,79,A,05.06.2025 1:50:33,778
1692,74,190,D,05.06.2025 1:51:00,196
1693,45,206,B,05.06.2025 1:51:38,302
1694,75,190,A,05.06.2025 1:54:16,519
1695,46,206,C,05.06.2025 1:56:40,790
1696,76,190,C,05.06.2025 2:02:55,163
1697,90,79,B,05.06.2025 2:03:31,435
1698,77,190,B,05.06.2025 2:05:38,46
1699,78,190,D,05.06.2025 2:06:24,463
1700,47,206,D,05.06.2025 2:09:50,449
1701,91,79,C,05.06.2025 2:10:46,94
1702,92,79,D,05.06.2025 2:12:20,852
1703,79,190,A,05.06.2025 2:14:07,593
1704,48,206,A,05.06.2025 2:17:19,765
1705,80,190,A,05.06.2025 2:24:00,524
1706,93,79,B,05.06.2025 2:26:32,913
1707,49,206,D,05.06.2025 2:30:04,38
1708,50,206,B,05.06.2025 2:30:42,474
1709,81,190,B,05.06.2025 2:32:44,560
1710,51,206,A,05.06.2025 2:38:36,873
1711,94,79,B,05.06.2025 2:41:45,53
1712,95,79,A,05.06.2025 2:42:38,844
1713,52,206,D,05.06.2025 2:53:09,36
1714,53,206,C,05.06.2025 2:53:45,704
1715,96,79,C,05.06.2025 2:56:42,87
1716,97,79,C,05.06.2025 2:58:09,150
1717,98,79,B,05.06.2025 3:00:39,174
1718,99,79,D,05.06.2025 3:03:33,711
1719,54,206,A,05.06.2025 3:05:29,361
1720,100,79,C,05.06.2025 3:15:24,870
1721,101,79,B,05.06.2025 3:29:54,152
1722,102,79,C,05.06.2025 3:32:26,158
1723,103,79,A,05.06.2025 3:35:04,829
1724,104,79,A,05.06.2025 3:48:53,465
1725,105,79,D,05.06.2025 3:56:38,850
1726,106,79,C,05.06.2025 4:10:48,293
1727,107,79,D,05.06.2025 4:15:41,151
1728,82,77,B,05.06.2025 4:17:09,261
1729,108,79,C,05.06.2025 4:18:12,247
1730,83,77,D,05.06.2025 4:21:30,479
1731,84,77,B,05.06.2025 4:29:29,419
1732,85,77,A,05.06.2025 4:36:28,444
1733,86,77,A,05.06.2025 4:43:52,649
1734,87,77,B,05.06.2025 4:54:41,64
1735,88,77,A,05.06.2025 4:55:45,491
1736,89,77,C,05.06.2025 5:03:56,482
1737,90,77,A,05.06.2025 5:11:58,452
1738,91,77,B,05.06.2025 5:19:30,821
1739,92,77,C,05.06.2025 5:33:11,459
1740,93,77,B,05.06.2025 5:40:50,30
1741,94,77,D,05.06.2025 5:41:20,623
1742,95,77,B,05.06.2025 5:51:43,852
1743,96,77,D,05.06.2025 6:05:55,80
1744,97,77,C,05.06.2025 6:07:15,524
1745,98,77,D,05.06.2025 6:15:59,20
1746,99,77,A,05.06.2025 6:16:19,977
1747,100,77,C,05.06.2025 6:32:36,878
1748,101,77,D,05.06.2025 6:47:14,382
1749,102,77,A,05.06.2025 6:53:36,806
1750,103,77,D,05.06.2025 7:07:02,599
1751,16,228,A,05.06.2025 7:10:34,338
1752,25,228,B,05.06.2025 7:16:12,329
1753,104,77,B,05.06.2025 7:17:01,158
1754,105,77,A,05.06.2025 7:19:39,282
1755,43,228,A,05.06.2025 7:21:41,758
1756,106,77,C,05.06.2025 7:24:21,821
1757,52,228,B,05.06.2025 7:34:19,173
1758,60,228,C,05.06.2025 7:37:12,452
1759,107,77,B,05.06.2025 7:38:02,950
1760,82,199,C,05.06.2025 7:40:26,948
1761,70,228,C,05.06.2025 7:44:44,769
1762,108,77,D,05.06.2025 7:53:52,652
1763,83,199,D,05.06.2025 7:56:14,487
1764,71,228,C,05.06.2025 7:57:33,412
1765,84,199,A,05.06.2025 8:04:21,231
1766,82,81,B,05.06.2025 8:05:34,985
1767,85,199,A,05.06.2025 8:08:12,418
1768,86,199,A,05.06.2025 8:15:10,812
1769,83,81,B,05.06.2025 8:21:59,896
1770,87,199,B,05.06.2025 8:28:42,246
1771,88,199,D,05.06.2025 8:32:48,643
1772,84,81,B,05.06.2025 8:36:55,189
1773,85,81,D,05.06.2025 8:40:04,319
1774,89,199,B,05.06.2025 8:43:31,910
1775,86,81,D,05.06.2025 8:45:23,416
1776,87,81,A,05.06.2025 8:52:19,334
1777,88,81,C,05.06.2025 8:57:53,335
1778,90,199,D,05.06.2025 8:58:41,412
1779,89,81,D,05.06.2025 9:03:28,366
1780,91,199,A,05.06.2025 9:05:33,113
1781,92,199,A,05.06.2025 9:07:26,495
1782,90,81,A,05.06.2025 9:09:34,493
1783,93,199,A,05.06.2025 9:15:41,965
1784,91,81,A,05.06.2025 9:17:47,813
1785,92,81,B,05.06.2025 9:31:20,324
1786,94,199,C,05.06.2025 9:31:46,933
1787,93,81,A,05.06.2025 9:36:44,488
1788,94,81,C,05.06.2025 9:44:52,888
1789,95,199,B,05.06.2025 9:47:19,751
